env,coverage,sigma,policy,alpha,run,found,nominal_length,min_clearance,planner_cost,nodes,plan_time,realized_mean,realized_p95,realized_max,over_budget,hazard_rate
easy,0.08,0.01,rrtstar,,29,1,81.24967212233987,0.058311114969847644,81.24967212233987,1335,0.261076177994255,82.29528431193583,84.9782515345382,92.4301236644781,0.0,0.665
easy,0.08,0.01,rrtstar,,30,1,79.64117031817932,0.8267878171702843,79.64117031817932,1340,0.2711677240440622,80.40381931029545,82.57827627697077,90.09690156682262,0.0,0.52
easy,0.08,0.01,rrtstar,,31,1,80.25507739428731,0.16779213169625962,80.25507739428728,1331,0.2459273340064101,80.94288457105749,83.52893832052942,86.12649061136611,0.0,0.5825
easy,0.08,0.01,rrtstar,,32,1,79.42036055406317,1.0708965217316955,79.42036055406317,1310,0.257074746012222,79.87856414885847,81.76003595779594,85.272805596221,0.0,0.39
easy,0.08,0.01,rrtstar,,33,1,79.7743777314912,0.03542763431232743,79.7743777314912,1292,0.2657412670087069,80.46438479041514,82.7507429281833,85.84842520311372,0.0,0.55
easy,0.08,0.01,rrtstar,,34,1,80.19112026629384,1.8865415829612187,80.19112026629385,1352,0.2619450709898956,80.40281945897159,81.5255874103685,85.57831625820145,0.0,0.215
easy,0.08,0.01,rrtstar,,35,1,79.30161380175653,0.4857592421496726,79.30161380175653,1331,0.26283348101424053,79.84144314339328,81.99555499389271,85.21802751106807,0.0,0.445
easy,0.08,0.01,rrtstar,,36,1,79.61027885387132,0.1261054773039172,79.61027885387134,1294,0.15808173798723146,80.20259808112436,82.32557419873793,85.12553323031801,0.0,0.4975
easy,0.08,0.01,rrtstar,,37,1,80.17673562141901,0.35130952492751044,80.17673562141901,1309,0.16144334099953994,80.8571574718899,82.93863672600888,87.5838586086139,0.0,0.5775
easy,0.08,0.01,rrtstar,,38,1,80.26285004872352,0.07969943550734104,80.26285004872354,1271,0.15418877900810912,81.24962901763787,83.80887351229175,89.17309581332583,0.0,0.6725
easy,0.08,0.01,rrtstar,,39,1,80.03859745447912,0.004960295158952466,80.03859745447912,1263,0.1553788490127772,81.09829825943626,83.75708761851081,90.34378403564394,0.0,0.7325
