obstacle_density,max_slope_deg,friction_static,friction_dynamic,restitution,height_scale,rocks_per_m2,encounters_per_m,p_encounter,mean_free_path_m,progress_fraction,grade_mean_deg,grade_p90_deg,no_slip_margin,slip_share,relief,attitude,contestedness,traversability,RR.1,RR.2,RR.3,feasible,on_frontier
0.55,35.0,0.5,0.4,0.0,0.556739,0.161603,0.363608,0.998563,3.419249,0.188976,12.038659,28.860644,-0.051134,0.113917,0.502452,0.908434,0.538311,0.152116,0,1,0,0,0
0.55,35.0,0.5,0.4,0.1,0.556739,0.161603,0.363608,0.998563,3.419249,0.18895,12.038659,28.860644,-0.051134,0.113917,0.502452,0.908434,0.538311,0.152095,0,1,0,0,0
0.55,35.0,0.5,0.4,0.3,0.556739,0.161603,0.363608,0.998563,3.419249,0.188747,12.038659,28.860644,-0.051134,0.113917,0.502452,0.908434,0.538311,0.151932,0,1,0,0,0
0.55,35.0,0.6,0.5,0.0,0.556739,0.161603,0.363608,0.998563,3.419249,0.188976,12.038659,28.860644,0.048866,0.068813,0.502452,0.908434,0.523276,0.159859,0,1,1,0,0
0.55,35.0,0.6,0.5,0.1,0.556739,0.161603,0.363608,0.998563,3.419249,0.188955,12.038659,28.860644,0.048866,0.068813,0.502452,0.908434,0.523276,0.159841,0,1,1,0,0
0.55,35.0,0.6,0.5,0.3,0.556739,0.161603,0.363608,0.998563,3.419249,0.188793,12.038659,28.860644,0.048866,0.068813,0.502452,0.908434,0.523276,0.159704,0,1,1,0,0
0.55,35.0,0.7,0.6,0.0,0.556739,0.161603,0.363608,0.998563,3.419249,0.188976,12.038659,28.860644,0.148866,0.044176,0.502452,0.908434,0.515064,0.164088,0,1,1,0,0
0.55,35.0,0.7,0.6,0.1,0.556739,0.161603,0.363608,0.998563,3.419249,0.188959,12.038659,28.860644,0.148866,0.044176,0.502452,0.908434,0.515064,0.164074,0,1,1,0,0
0.55,35.0,0.7,0.6,0.3,0.556739,0.161603,0.363608,0.998563,3.419249,0.188824,12.038659,28.860644,0.148866,0.044176,0.502452,0.908434,0.515064,0.163956,0,1,1,0,0
0.55,35.0,0.8,0.7,0.0,0.556739,0.161603,0.363608,0.998563,3.419249,0.188976,12.038659,28.860644,0.248866,0.024297,0.502452,0.908434,0.508437,0.167501,0,1,1,0,0
0.55,35.0,0.8,0.7,0.1,0.556739,0.161603,0.363608,0.998563,3.419249,0.188961,12.038659,28.860644,0.248866,0.024297,0.502452,0.908434,0.508437,0.167488,0,1,1,0,0
0.55,35.0,0.8,0.7,0.3,0.556739,0.161603,0.363608,0.998563,3.419249,0.188845,12.038659,28.860644,0.248866,0.024297,0.502452,0.908434,0.508437,0.167385,0,1,1,0,0
0.55,35.0,0.9,0.8,0.0,0.556739,0.161603,0.363608,0.998563,3.419249,0.188976,12.038659,28.860644,0.348866,0.011025,0.502452,0.908434,0.504013,0.169779,0,1,1,0,0
0.55,35.0,0.9,0.8,0.1,0.556739,0.161603,0.363608,0.998563,3.419249,0.188963,12.038659,28.860644,0.348866,0.011025,0.502452,0.908434,0.504013,0.169768,0,1,1,0,0
0.55,35.0,0.9,0.8,0.3,0.556739,0.161603,0.363608,0.998563,3.419249,0.188862,12.038659,28.860644,0.348866,0.011025,0.502452,0.908434,0.504013,0.169677,0,1,1,0,0
0.55,35.0,1.0,0.9,0.0,0.556739,0.161603,0.363608,0.998563,3.419249,0.188976,12.038659,28.860644,0.448866,0.004005,0.502452,0.908434,0.501673,0.170984,0,1,1,0,0
0.55,35.0,1.0,0.9,0.1,0.556739,0.161603,0.363608,0.998563,3.419249,0.188964,12.038659,28.860644,0.448866,0.004005,0.502452,0.908434,0.501673,0.170974,0,1,1,0,0
0.55,35.0,1.0,0.9,0.3,0.556739,0.161603,0.363608,0.998563,3.419249,0.188874,12.038659,28.860644,0.448866,0.004005,0.502452,0.908434,0.501673,0.170893,0,1,1,0,0
0.6,5.0,0.3,0.2,0.0,0.069563,0.176295,0.396663,0.999207,3.134311,0.17357,1.613854,3.939305,0.231138,0.0,0.080477,1.0,0.359895,0.17357,1,1,1,1,0
0.6,5.0,0.3,0.2,0.1,0.069563,0.176295,0.396663,0.999207,3.134311,0.173519,1.613854,3.939305,0.231138,0.0,0.080477,1.0,0.359895,0.173519,1,1,1,1,0
0.6,5.0,0.3,0.2,0.3,0.069563,0.176295,0.396663,0.999207,3.134311,0.173113,1.613854,3.939305,0.231138,0.0,0.080477,1.0,0.359895,0.173113,1,1,1,1,0
0.6,5.0,0.4,0.3,0.0,0.069563,0.176295,0.396663,0.999207,3.134311,0.17357,1.613854,3.939305,0.331138,0.0,0.080477,1.0,0.359895,0.17357,1,1,1,1,0
0.6,5.0,0.4,0.3,0.1,0.069563,0.176295,0.396663,0.999207,3.134311,0.173536,1.613854,3.939305,0.331138,0.0,0.080477,1.0,0.359895,0.173536,1,1,1,1,0
0.6,5.0,0.4,0.3,0.3,0.069563,0.176295,0.396663,0.999207,3.134311,0.173265,1.613854,3.939305,0.331138,0.0,0.080477,1.0,0.359895,0.173265,1,1,1,1,0
0.6,5.0,0.5,0.4,0.0,0.069563,0.176295,0.396663,0.999207,3.134311,0.17357,1.613854,3.939305,0.431138,0.0,0.080477,1.0,0.359895,0.17357,1,1,1,1,0
0.6,5.0,0.5,0.4,0.1,0.069563,0.176295,0.396663,0.999207,3.134311,0.173545,1.613854,3.939305,0.431138,0.0,0.080477,1.0,0.359895,0.173545,1,1,1,1,0
0.6,5.0,0.5,0.4,0.3,0.069563,0.176295,0.396663,0.999207,3.134311,0.173342,1.613854,3.939305,0.431138,0.0,0.080477,1.0,0.359895,0.173342,1,1,1,1,0
0.6,5.0,0.6,0.5,0.0,0.069563,0.176295,0.396663,0.999207,3.134311,0.17357,1.613854,3.939305,0.531138,0.0,0.080477,1.0,0.359895,0.17357,1,1,1,1,0
0.6,5.0,0.6,0.5,0.1,0.069563,0.176295,0.396663,0.999207,3.134311,0.17355,1.613854,3.939305,0.531138,0.0,0.080477,1.0,0.359895,0.17355,1,1,1,1,0
0.6,5.0,0.6,0.5,0.3,0.069563,0.176295,0.396663,0.999207,3.134311,0.173387,1.613854,3.939305,0.531138,0.0,0.080477,1.0,0.359895,0.173387,1,1,1,1,0
0.6,5.0,0.7,0.6,0.0,0.069563,0.176295,0.396663,0.999207,3.134311,0.17357,1.613854,3.939305,0.631138,0.0,0.080477,1.0,0.359895,0.17357,1,1,1,1,0
0.6,5.0,0.7,0.6,0.1,0.069563,0.176295,0.396663,0.999207,3.134311,0.173553,1.613854,3.939305,0.631138,0.0,0.080477,1.0,0.359895,0.173553,1,1,1,1,0
0.6,5.0,0.7,0.6,0.3,0.069563,0.176295,0.396663,0.999207,3.134311,0.173418,1.613854,3.939305,0.631138,0.0,0.080477,1.0,0.359895,0.173418,1,1,1,1,0
0.6,5.0,0.8,0.7,0.0,0.069563,0.176295,0.396663,0.999207,3.134311,0.17357,1.613854,3.939305,0.731138,0.0,0.080477,1.0,0.359895,0.17357,1,1,1,1,0
0.6,5.0,0.8,0.7,0.1,0.069563,0.176295,0.396663,0.999207,3.134311,0.173556,1.613854,3.939305,0.731138,0.0,0.080477,1.0,0.359895,0.173556,1,1,1,1,0
0.6,5.0,0.8,0.7,0.3,0.069563,0.176295,0.396663,0.999207,3.134311,0.17344,1.613854,3.939305,0.731138,0.0,0.080477,1.0,0.359895,0.17344,1,1,1,1,0
0.6,5.0,0.9,0.8,0.0,0.069563,0.176295,0.396663,0.999207,3.134311,0.17357,1.613854,3.939305,0.831138,0.0,0.080477,1.0,0.359895,0.17357,1,1,1,1,0
0.6,5.0,0.9,0.8,0.1,0.069563,0.176295,0.396663,0.999207,3.134311,0.173558,1.613854,3.939305,0.831138,0.0,0.080477,1.0,0.359895,0.173558,1,1,1,1,0
0.6,5.0,0.9,0.8,0.3,0.069563,0.176295,0.396663,0.999207,3.134311,0.173456,1.613854,3.939305,0.831138,0.0,0.080477,1.0,0.359895,0.173456,1,1,1,1,0
0.6,5.0,1.0,0.9,0.0,0.069563,0.176295,0.396663,0.999207,3.134311,0.17357,1.613854,3.939305,0.931138,0.0,0.080477,1.0,0.359895,0.17357,1,1,1,1,0
0.6,5.0,1.0,0.9,0.1,0.069563,0.176295,0.396663,0.999207,3.134311,0.173559,1.613854,3.939305,0.931138,0.0,0.080477,1.0,0.359895,0.173559,1,1,1,1,0
0.6,5.0,1.0,0.9,0.3,0.069563,0.176295,0.396663,0.999207,3.134311,0.173469,1.613854,3.939305,0.931138,0.0,0.080477,1.0,0.359895,0.173469,1,1,1,1,0
0.6,7.5,0.3,0.2,0.0,0.104678,0.176295,0.396663,0.999207,3.134311,0.17357,2.424156,5.916089,0.196376,0.0,0.120884,1.0,0.373364,0.17357,1,1,1,1,0
0.6,7.5,0.3,0.2,0.1,0.104678,0.176295,0.396663,0.999207,3.134311,0.173519,2.424156,5.916089,0.196376,0.0,0.120884,1.0,0.373364,0.173519,1,1,1,1,0
0.6,7.5,0.3,0.2,0.3,0.104678,0.176295,0.396663,0.999207,3.134311,0.173113,2.424156,5.916089,0.196376,0.0,0.120884,1.0,0.373364,0.173113,1,1,1,1,0
0.6,7.5,0.4,0.3,0.0,0.104678,0.176295,0.396663,0.999207,3.134311,0.17357,2.424156,5.916089,0.296376,0.0,0.120884,1.0,0.373364,0.17357,1,1,1,1,0
0.6,7.5,0.4,0.3,0.1,0.104678,0.176295,0.396663,0.999207,3.134311,0.173536,2.424156,5.916089,0.296376,0.0,0.120884,1.0,0.373364,0.173536,1,1,1,1,0
0.6,7.5,0.4,0.3,0.3,0.104678,0.176295,0.396663,0.999207,3.134311,0.173265,2.424156,5.916089,0.296376,0.0,0.120884,1.0,0.373364,0.173265,1,1,1,1,0
0.6,7.5,0.5,0.4,0.0,0.104678,0.176295,0.396663,0.999207,3.134311,0.17357,2.424156,5.916089,0.396376,0.0,0.120884,1.0,0.373364,0.17357,1,1,1,1,0
0.6,7.5,0.5,0.4,0.1,0.104678,0.176295,0.396663,0.999207,3.134311,0.173545,2.424156,5.916089,0.396376,0.0,0.120884,1.0,0.373364,0.173545,1,1,1,1,0
0.6,7.5,0.5,0.4,0.3,0.104678,0.176295,0.396663,0.999207,3.134311,0.173342,2.424156,5.916089,0.396376,0.0,0.120884,1.0,0.373364,0.173342,1,1,1,1,0
0.6,7.5,0.6,0.5,0.0,0.104678,0.176295,0.396663,0.999207,3.134311,0.17357,2.424156,5.916089,0.496376,0.0,0.120884,1.0,0.373364,0.17357,1,1,1,1,0
0.6,7.5,0.6,0.5,0.1,0.104678,0.176295,0.396663,0.999207,3.134311,0.17355,2.424156,5.916089,0.496376,0.0,0.120884,1.0,0.373364,0.17355,1,1,1,1,0
0.6,7.5,0.6,0.5,0.3,0.104678,0.176295,0.396663,0.999207,3.134311,0.173387,2.424156,5.916089,0.496376,0.0,0.120884,1.0,0.373364,0.173387,1,1,1,1,0
0.6,7.5,0.7,0.6,0.0,0.104678,0.176295,0.396663,0.999207,3.134311,0.17357,2.424156,5.916089,0.596376,0.0,0.120884,1.0,0.373364,0.17357,1,1,1,1,0
0.6,7.5,0.7,0.6,0.1,0.104678,0.176295,0.396663,0.999207,3.134311,0.173553,2.424156,5.916089,0.596376,0.0,0.120884,1.0,0.373364,0.173553,1,1,1,1,0
0.6,7.5,0.7,0.6,0.3,0.104678,0.176295,0.396663,0.999207,3.134311,0.173418,2.424156,5.916089,0.596376,0.0,0.120884,1.0,0.373364,0.173418,1,1,1,1,0
0.6,7.5,0.8,0.7,0.0,0.104678,0.176295,0.396663,0.999207,3.134311,0.17357,2.424156,5.916089,0.696376,0.0,0.120884,1.0,0.373364,0.17357,1,1,1,1,0
0.6,7.5,0.8,0.7,0.1,0.104678,0.176295,0.396663,0.999207,3.134311,0.173556,2.424156,5.916089,0.696376,0.0,0.120884,1.0,0.373364,0.173556,1,1,1,1,0
0.6,7.5,0.8,0.7,0.3,0.104678,0.176295,0.396663,0.999207,3.134311,0.17344,2.424156,5.916089,0.696376,0.0,0.120884,1.0,0.373364,0.17344,1,1,1,1,0
0.6,7.5,0.9,0.8,0.0,0.104678,0.176295,0.396663,0.999207,3.134311,0.17357,2.424156,5.916089,0.796376,0.0,0.120884,1.0,0.373364,0.17357,1,1,1,1,0
0.6,7.5,0.9,0.8,0.1,0.104678,0.176295,0.396663,0.999207,3.134311,0.173558,2.424156,5.916089,0.796376,0.0,0.120884,1.0,0.373364,0.173558,1,1,1,1,0
0.6,7.5,0.9,0.8,0.3,0.104678,0.176295,0.396663,0.999207,3.134311,0.173456,2.424156,5.916089,0.796376,0.0,0.120884,1.0,0.373364,0.173456,1,1,1,1,0
0.6,7.5,1.0,0.9,0.0,0.104678,0.176295,0.396663,0.999207,3.134311,0.17357,2.424156,5.916089,0.896376,0.0,0.120884,1.0,0.373364,0.17357,1,1,1,1,0
0.6,7.5,1.0,0.9,0.1,0.104678,0.176295,0.396663,0.999207,3.134311,0.173559,2.424156,5.916089,0.896376,0.0,0.120884,1.0,0.373364,0.173559,1,1,1,1,0
0.6,7.5,1.0,0.9,0.3,0.104678,0.176295,0.396663,0.999207,3.134311,0.173469,2.424156,5.916089,0.896376,0.0,0.120884,1.0,0.373364,0.173469,1,1,1,1,0
0.6,10.0,0.3,0.2,0.0,0.140199,0.176295,0.396663,0.999207,3.134311,0.17357,3.238603,7.90144,0.161213,0.0,0.161498,1.0,0.386902,0.17357,1,1,1,1,0
0.6,10.0,0.3,0.2,0.1,0.140199,0.176295,0.396663,0.999207,3.134311,0.173519,3.238603,7.90144,0.161213,0.0,0.161498,1.0,0.386902,0.173519,1,1,1,1,0
0.6,10.0,0.3,0.2,0.3,0.140199,0.176295,0.396663,0.999207,3.134311,0.173113,3.238603,7.90144,0.161213,0.0,0.161498,1.0,0.386902,0.173113,1,1,1,1,0
0.6,10.0,0.4,0.3,0.0,0.140199,0.176295,0.396663,0.999207,3.134311,0.17357,3.238603,7.90144,0.261213,0.0,0.161498,1.0,0.386902,0.17357,1,1,1,1,0
0.6,10.0,0.4,0.3,0.1,0.140199,0.176295,0.396663,0.999207,3.134311,0.173536,3.238603,7.90144,0.261213,0.0,0.161498,1.0,0.386902,0.173536,1,1,1,1,0
0.6,10.0,0.4,0.3,0.3,0.140199,0.176295,0.396663,0.999207,3.134311,0.173265,3.238603,7.90144,0.261213,0.0,0.161498,1.0,0.386902,0.173265,1,1,1,1,0
0.6,10.0,0.5,0.4,0.0,0.140199,0.176295,0.396663,0.999207,3.134311,0.17357,3.238603,7.90144,0.361213,0.0,0.161498,1.0,0.386902,0.17357,1,1,1,1,0
0.6,10.0,0.5,0.4,0.1,0.140199,0.176295,0.396663,0.999207,3.134311,0.173545,3.238603,7.90144,0.361213,0.0,0.161498,1.0,0.386902,0.173545,1,1,1,1,0
0.6,10.0,0.5,0.4,0.3,0.140199,0.176295,0.396663,0.999207,3.134311,0.173342,3.238603,7.90144,0.361213,0.0,0.161498,1.0,0.386902,0.173342,1,1,1,1,0
0.6,10.0,0.6,0.5,0.0,0.140199,0.176295,0.396663,0.999207,3.134311,0.17357,3.238603,7.90144,0.461213,0.0,0.161498,1.0,0.386902,0.17357,1,1,1,1,0
0.6,10.0,0.6,0.5,0.1,0.140199,0.176295,0.396663,0.999207,3.134311,0.17355,3.238603,7.90144,0.461213,0.0,0.161498,1.0,0.386902,0.17355,1,1,1,1,0
0.6,10.0,0.6,0.5,0.3,0.140199,0.176295,0.396663,0.999207,3.134311,0.173387,3.238603,7.90144,0.461213,0.0,0.161498,1.0,0.386902,0.173387,1,1,1,1,0
0.6,10.0,0.7,0.6,0.0,0.140199,0.176295,0.396663,0.999207,3.134311,0.17357,3.238603,7.90144,0.561213,0.0,0.161498,1.0,0.386902,0.17357,1,1,1,1,0
0.6,10.0,0.7,0.6,0.1,0.140199,0.176295,0.396663,0.999207,3.134311,0.173553,3.238603,7.90144,0.561213,0.0,0.161498,1.0,0.386902,0.173553,1,1,1,1,0
0.6,10.0,0.7,0.6,0.3,0.140199,0.176295,0.396663,0.999207,3.134311,0.173418,3.238603,7.90144,0.561213,0.0,0.161498,1.0,0.386902,0.173418,1,1,1,1,0
0.6,10.0,0.8,0.7,0.0,0.140199,0.176295,0.396663,0.999207,3.134311,0.17357,3.238603,7.90144,0.661213,0.0,0.161498,1.0,0.386902,0.17357,1,1,1,1,0
0.6,10.0,0.8,0.7,0.1,0.140199,0.176295,0.396663,0.999207,3.134311,0.173556,3.238603,7.90144,0.661213,0.0,0.161498,1.0,0.386902,0.173556,1,1,1,1,0
0.6,10.0,0.8,0.7,0.3,0.140199,0.176295,0.396663,0.999207,3.134311,0.17344,3.238603,7.90144,0.661213,0.0,0.161498,1.0,0.386902,0.17344,1,1,1,1,0
0.6,10.0,0.9,0.8,0.0,0.140199,0.176295,0.396663,0.999207,3.134311,0.17357,3.238603,7.90144,0.761213,0.0,0.161498,1.0,0.386902,0.17357,1,1,1,1,0
0.6,10.0,0.9,0.8,0.1,0.140199,0.176295,0.396663,0.999207,3.134311,0.173558,3.238603,7.90144,0.761213,0.0,0.161498,1.0,0.386902,0.173558,1,1,1,1,0
0.6,10.0,0.9,0.8,0.3,0.140199,0.176295,0.396663,0.999207,3.134311,0.173456,3.238603,7.90144,0.761213,0.0,0.161498,1.0,0.386902,0.173456,1,1,1,1,0
0.6,10.0,1.0,0.9,0.0,0.140199,0.176295,0.396663,0.999207,3.134311,0.17357,3.238603,7.90144,0.861213,0.0,0.161498,1.0,0.386902,0.17357,1,1,1,1,0
0.6,10.0,1.0,0.9,0.1,0.140199,0.176295,0.396663,0.999207,3.134311,0.173559,3.238603,7.90144,0.861213,0.0,0.161498,1.0,0.386902,0.173559,1,1,1,1,0
0.6,10.0,1.0,0.9,0.3,0.140199,0.176295,0.396663,0.999207,3.134311,0.173469,3.238603,7.90144,0.861213,0.0,0.161498,1.0,0.386902,0.173469,1,1,1,1,0
0.6,12.5,0.3,0.2,0.0,0.176271,0.176295,0.396663,0.999207,3.134311,0.17357,4.058731,9.898225,0.125504,0.007655,0.202395,1.0,0.403086,0.172241,1,1,1,1,0
0.6,12.5,0.3,0.2,0.1,0.176271,0.176295,0.396663,0.999207,3.134311,0.173519,4.058731,9.898225,0.125504,0.007655,0.202395,1.0,0.403086,0.172191,1,1,1,1,0
0.6,12.5,0.3,0.2,0.3,0.176271,0.176295,0.396663,0.999207,3.134311,0.173113,4.058731,9.898225,0.125504,0.007655,0.202395,1.0,0.403086,0.171788,1,1,1,1,0
0.6,12.5,0.4,0.3,0.0,0.176271,0.176295,0.396663,0.999207,3.134311,0.17357,4.058731,9.898225,0.225504,0.0,0.202395,1.0,0.400534,0.17357,1,1,1,1,0
0.6,12.5,0.4,0.3,0.1,0.176271,0.176295,0.396663,0.999207,3.134311,0.173536,4.058731,9.898225,0.225504,0.0,0.202395,1.0,0.400534,0.173536,1,1,1,1,0
0.6,12.5,0.4,0.3,0.3,0.176271,0.176295,0.396663,0.999207,3.134311,0.173265,4.058731,9.898225,0.225504,0.0,0.202395,1.0,0.400534,0.173265,1,1,1,1,0
0.6,12.5,0.5,0.4,0.0,0.176271,0.176295,0.396663,0.999207,3.134311,0.17357,4.058731,9.898225,0.325504,0.0,0.202395,1.0,0.400534,0.17357,1,1,1,1,0
0.6,12.5,0.5,0.4,0.1,0.176271,0.176295,0.396663,0.999207,3.134311,0.173545,4.058731,9.898225,0.325504,0.0,0.202395,1.0,0.400534,0.173545,1,1,1,1,0
0.6,12.5,0.5,0.4,0.3,0.176271,0.176295,0.396663,0.999207,3.134311,0.173342,4.058731,9.898225,0.325504,0.0,0.202395,1.0,0.400534,0.173342,1,1,1,1,0
0.6,12.5,0.6,0.5,0.0,0.176271,0.176295,0.396663,0.999207,3.134311,0.17357,4.058731,9.898225,0.425504,0.0,0.202395,1.0,0.400534,0.17357,1,1,1,1,0
0.6,12.5,0.6,0.5,0.1,0.176271,0.176295,0.396663,0.999207,3.134311,0.17355,4.058731,9.898225,0.425504,0.0,0.202395,1.0,0.400534,0.17355,1,1,1,1,0
0.6,12.5,0.6,0.5,0.3,0.176271,0.176295,0.396663,0.999207,3.134311,0.173387,4.058731,9.898225,0.425504,0.0,0.202395,1.0,0.400534,0.173387,1,1,1,1,0
0.6,12.5,0.7,0.6,0.0,0.176271,0.176295,0.396663,0.999207,3.134311,0.17357,4.058731,9.898225,0.525504,0.0,0.202395,1.0,0.400534,0.17357,1,1,1,1,0
0.6,12.5,0.7,0.6,0.1,0.176271,0.176295,0.396663,0.999207,3.134311,0.173553,4.058731,9.898225,0.525504,0.0,0.202395,1.0,0.400534,0.173553,1,1,1,1,0
0.6,12.5,0.7,0.6,0.3,0.176271,0.176295,0.396663,0.999207,3.134311,0.173418,4.058731,9.898225,0.525504,0.0,0.202395,1.0,0.400534,0.173418,1,1,1,1,0
0.6,12.5,0.8,0.7,0.0,0.176271,0.176295,0.396663,0.999207,3.134311,0.17357,4.058731,9.898225,0.625504,0.0,0.202395,1.0,0.400534,0.17357,1,1,1,1,0
0.6,12.5,0.8,0.7,0.1,0.176271,0.176295,0.396663,0.999207,3.134311,0.173556,4.058731,9.898225,0.625504,0.0,0.202395,1.0,0.400534,0.173556,1,1,1,1,0
0.6,12.5,0.8,0.7,0.3,0.176271,0.176295,0.396663,0.999207,3.134311,0.17344,4.058731,9.898225,0.625504,0.0,0.202395,1.0,0.400534,0.17344,1,1,1,1,0
0.6,12.5,0.9,0.8,0.0,0.176271,0.176295,0.396663,0.999207,3.134311,0.17357,4.058731,9.898225,0.725504,0.0,0.202395,1.0,0.400534,0.17357,1,1,1,1,0
0.6,12.5,0.9,0.8,0.1,0.176271,0.176295,0.396663,0.999207,3.134311,0.173558,4.058731,9.898225,0.725504,0.0,0.202395,1.0,0.400534,0.173558,1,1,1,1,0
0.6,12.5,0.9,0.8,0.3,0.176271,0.176295,0.396663,0.999207,3.134311,0.173456,4.058731,9.898225,0.725504,0.0,0.202395,1.0,0.400534,0.173456,1,1,1,1,0
0.6,12.5,1.0,0.9,0.0,0.176271,0.176295,0.396663,0.999207,3.134311,0.17357,4.058731,9.898225,0.825504,0.0,0.202395,1.0,0.400534,0.17357,1,1,1,1,0
0.6,12.5,1.0,0.9,0.1,0.176271,0.176295,0.396663,0.999207,3.134311,0.173559,4.058731,9.898225,0.825504,0.0,0.202395,1.0,0.400534,0.173559,1,1,1,1,0
0.6,12.5,1.0,0.9,0.3,0.176271,0.176295,0.396663,0.999207,3.134311,0.173469,4.058731,9.898225,0.825504,0.0,0.202395,1.0,0.400534,0.173469,1,1,1,1,0
0.6,15.0,0.3,0.2,0.0,0.213048,0.176295,0.396663,0.999207,3.134311,0.17357,4.886207,11.909322,0.089097,0.027111,0.242113,0.998454,0.42281,0.168604,1,1,1,1,0
0.6,15.0,0.3,0.2,0.1,0.213048,0.176295,0.396663,0.999207,3.134311,0.173519,4.886207,11.909322,0.089097,0.027111,0.242113,0.998454,0.42281,0.168554,1,1,1,1,0
0.6,15.0,0.3,0.2,0.3,0.213048,0.176295,0.396663,0.999207,3.134311,0.173113,4.886207,11.909322,0.089097,0.027111,0.242113,0.998454,0.42281,0.168159,1,1,1,1,0
0.6,15.0,0.4,0.3,0.0,0.213048,0.176295,0.396663,0.999207,3.134311,0.17357,4.886207,11.909322,0.189097,0.001881,0.242113,0.998454,0.4144,0.172976,1,1,1,1,0
0.6,15.0,0.4,0.3,0.1,0.213048,0.176295,0.396663,0.999207,3.134311,0.173536,4.886207,11.909322,0.189097,0.001881,0.242113,0.998454,0.4144,0.172942,1,1,1,1,0
0.6,15.0,0.4,0.3,0.3,0.213048,0.176295,0.396663,0.999207,3.134311,0.173265,4.886207,11.909322,0.189097,0.001881,0.242113,0.998454,0.4144,0.172672,1,1,1,1,0
0.6,15.0,0.5,0.4,0.0,0.213048,0.176295,0.396663,0.999207,3.134311,0.17357,4.886207,11.909322,0.289097,0.0,0.242113,0.998454,0.413773,0.173302,1,1,1,1,0
0.6,15.0,0.5,0.4,0.1,0.213048,0.176295,0.396663,0.999207,3.134311,0.173545,4.886207,11.909322,0.289097,0.0,0.242113,0.998454,0.413773,0.173277,1,1,1,1,0
0.6,15.0,0.5,0.4,0.3,0.213048,0.176295,0.396663,0.999207,3.134311,0.173342,4.886207,11.909322,0.289097,0.0,0.242113,0.998454,0.413773,0.173074,1,1,1,1,0
0.6,15.0,0.6,0.5,0.0,0.213048,0.176295,0.396663,0.999207,3.134311,0.17357,4.886207,11.909322,0.389097,0.0,0.242113,0.998454,0.413773,0.173302,1,1,1,1,0
0.6,15.0,0.6,0.5,0.1,0.213048,0.176295,0.396663,0.999207,3.134311,0.17355,4.886207,11.909322,0.389097,0.0,0.242113,0.998454,0.413773,0.173282,1,1,1,1,0
0.6,15.0,0.6,0.5,0.3,0.213048,0.176295,0.396663,0.999207,3.134311,0.173387,4.886207,11.909322,0.389097,0.0,0.242113,0.998454,0.413773,0.173119,1,1,1,1,0
0.6,15.0,0.7,0.6,0.0,0.213048,0.176295,0.396663,0.999207,3.134311,0.17357,4.886207,11.909322,0.489097,0.0,0.242113,0.998454,0.413773,0.173302,1,1,1,1,0
0.6,15.0,0.7,0.6,0.1,0.213048,0.176295,0.396663,0.999207,3.134311,0.173553,4.886207,11.909322,0.489097,0.0,0.242113,0.998454,0.413773,0.173285,1,1,1,1,0
0.6,15.0,0.7,0.6,0.3,0.213048,0.176295,0.396663,0.999207,3.134311,0.173418,4.886207,11.909322,0.489097,0.0,0.242113,0.998454,0.413773,0.17315,1,1,1,1,0
0.6,15.0,0.8,0.7,0.0,0.213048,0.176295,0.396663,0.999207,3.134311,0.17357,4.886207,11.909322,0.589097,0.0,0.242113,0.998454,0.413773,0.173302,1,1,1,1,0
0.6,15.0,0.8,0.7,0.1,0.213048,0.176295,0.396663,0.999207,3.134311,0.173556,4.886207,11.909322,0.589097,0.0,0.242113,0.998454,0.413773,0.173287,1,1,1,1,0
0.6,15.0,0.8,0.7,0.3,0.213048,0.176295,0.396663,0.999207,3.134311,0.17344,4.886207,11.909322,0.589097,0.0,0.242113,0.998454,0.413773,0.173172,1,1,1,1,0
0.6,15.0,0.9,0.8,0.0,0.213048,0.176295,0.396663,0.999207,3.134311,0.17357,4.886207,11.909322,0.689097,0.0,0.242113,0.998454,0.413773,0.173302,1,1,1,1,0
0.6,15.0,0.9,0.8,0.1,0.213048,0.176295,0.396663,0.999207,3.134311,0.173558,4.886207,11.909322,0.689097,0.0,0.242113,0.998454,0.413773,0.173289,1,1,1,1,0
0.6,15.0,0.9,0.8,0.3,0.213048,0.176295,0.396663,0.999207,3.134311,0.173456,4.886207,11.909322,0.689097,0.0,0.242113,0.998454,0.413773,0.173188,1,1,1,1,0
0.6,15.0,1.0,0.9,0.0,0.213048,0.176295,0.396663,0.999207,3.134311,0.17357,4.886207,11.909322,0.789097,0.0,0.242113,0.998454,0.413773,0.173302,1,1,1,1,0
0.6,15.0,1.0,0.9,0.1,0.213048,0.176295,0.396663,0.999207,3.134311,0.173559,4.886207,11.909322,0.789097,0.0,0.242113,0.998454,0.413773,0.173291,1,1,1,1,0
0.6,15.0,1.0,0.9,0.3,0.213048,0.176295,0.396663,0.999207,3.134311,0.173469,4.886207,11.909322,0.789097,0.0,0.242113,0.998454,0.413773,0.173201,1,1,1,1,0
0.6,17.5,0.3,0.2,0.0,0.250696,0.176295,0.396663,0.999207,3.134311,0.17357,5.722859,13.937619,0.051828,0.0513,0.279733,0.994354,0.443414,0.163736,1,1,1,1,0
0.6,17.5,0.3,0.2,0.1,0.250696,0.176295,0.396663,0.999207,3.134311,0.173519,5.722859,13.937619,0.051828,0.0513,0.279733,0.994354,0.443414,0.163688,1,1,1,1,0
